t,x,v,a,phi,phi_v,phi_a
0.0,0.0,0.0,0.0004439506172839507,0.0,0.0,0.005549382716049384
0.01,4.4395061728395075e-08,4.4395061728395074e-06,0.0008869135802469136,5.549382716049384e-07,5.549382716049384e-05,0.011086419753086421
0.02,2.217777777777778e-07,1.7738271604938273e-05,0.0017713580246913581,2.7722222222222227e-06,0.00022172839506172845,0.022141975308641974
0.03,6.204444444444444e-07,3.986666666666667e-05,0.00265283950617284,7.755555555555557e-06,0.0004983333333333334,0.033160493827160506
0.04,1.3283950617283952e-06,7.079506172839508e-05,0.003531358024691358,1.660493827160494e-05,0.0008849382716049386,0.04414197530864197
0.05,2.4333333333333335e-06,0.00011049382716049383,0.004406913580246913,3.041666666666667e-05,0.0013811728395061729,0.05508641975308641
0.06,4.022666666666667e-06,0.00015893333333333334,0.0052795061728395055,5.028333333333335e-05,0.001986666666666667,0.06599382716049383
0.07,6.183506172839507e-06,0.00021608395061728394,0.006149135802469139,7.729382716049383e-05,0.0027010493827160495,0.07686419753086425
0.08,9.002666666666668e-06,0.0002819160493827161,0.007015802469135802,0.00011253333333333336,0.003523950617283952,0.08769753086419756
0.09,1.2566666666666668e-05,0.0003564,0.007879506172839498,0.00015708333333333337,0.004455000000000001,0.09849382716049372
0.1,1.6961728395061727e-05,0.0004395061728395061,0.008740246913580246,0.00021202160493827166,0.005493827160493826,0.10925308641975304
0.11,2.227377777777778e-05,0.0005312049382716049,0.009598024691358033,0.0002784222222222223,0.006640061728395061,0.11997530864197546
0.12,2.858844444444445e-05,0.0006314666666666668,0.010452839506172845,0.0003573555555555556,0.007893333333333336,0.1306604938271606
0.13,3.599106172839507e-05,0.0007402617283950618,0.011304691358024688,0.00044988827160493837,0.009253271604938273,0.14130864197530857
0.14,4.456666666666668e-05,0.0008575604938271605,0.012153580246913572,0.0005570833333333335,0.010719506172839507,0.15191975308641953
0.15,5.4400000000000014e-05,0.0009833333333333332,0.012999506172839516,0.00068,0.012291666666666664,0.16249382716049393
0.16,6.557550617283952e-05,0.0011175506172839509,0.01384246913580247,0.000819693827160494,0.013969382716049385,0.17303086419753103
0.17,7.817733333333335e-05,0.0012601827160493826,0.014682469135802468,0.000977216666666667,0.015752283950617285,0.18353086419753087
0.18,9.228933333333334e-05,0.0014112000000000003,0.01551950617283953,0.0011536166666666669,0.017640000000000003,0.19399382716049404
0.19,0.00010799506172839509,0.0015705728395061732,0.016353580246913565,0.0013499382716049386,0.019632160493827166,0.20441975308641958
0.2,0.0001253777777777778,0.0017382716049382716,0.017184691358024664,0.0015672222222222225,0.021728395061728394,0.21480864197530833
0.21,0.00014452044444444447,0.0019142666666666665,0.018012839506172832,0.0018065055555555557,0.023928333333333333,0.22516049382716052
0.22,0.00016550572839506172,0.0020985283950617282,0.01883802469135803,0.002068821604938272,0.026231604938271605,0.23547530864197544
0.23,0.000188416,0.002291027160493827,0.019660246913580284,0.0023552000000000004,0.02863783950617284,0.2457530864197534
0.24,0.00021333333333333333,0.002491733333333334,0.020479506172839498,0.0026666666666666674,0.031146666666666673,0.25599382716049396
0.25,0.00024033950617283951,0.002700617283950617,0.021295802469135774,0.0030042438271604944,0.03375771604938272,0.2661975308641975
0.26,0.00026951599999999997,0.0029176493827160494,0.022109135802469156,0.0033689500000000008,0.036470617283950624,0.27636419753086433
0.27,0.000300944,0.0031428000000000003,0.022919506172839513,0.003761800000000001,0.03928500000000001,0.2864938271604937
0.28,0.0003347043950617284,0.0033760395061728397,0.023726913580246867,0.0041838049382716055,0.0422004938271605,0.2965864197530858
0.29,0.00037087777777777776,0.0036173382716049376,0.024531358024691304,0.004635972222222224,0.045216728395061724,0.30664197530864135
0.3,0.0004095444444444444,0.003866666666666666,0.02533283950617287,0.005119305555555557,0.048333333333333325,0.3166604938271606
0.31,0.00045078439506172837,0.004123995061728395,0.026131358024691475,0.005634804938271606,0.051549938271604936,0.3266419753086433
0.32,0.0004946773333333334,0.004389293827160495,0.026926913580246903,0.006183466666666668,0.05486617283950619,0.3365864197530866
0.33,0.0005413026666666667,0.004662533333333333,0.027719506172839456,0.006766283333333335,0.05828166666666667,0.3464938271604934
0.34,0.0005907395061728395,0.0049436839506172845,0.028509135802469224,0.007384243827160496,0.06179604938271606,0.3563641975308649
0.35000000000000003,0.0006430666666666666,0.005232716049382718,0.029295802469135775,0.008038333333333337,0.06540895061728397,0.3661975308641971
0.36,0.0006983626666666666,0.0055296,0.03007950617283945,0.008729533333333336,0.06912,0.37599382716049373
0.37,0.0007567057283950617,0.005834306172839507,0.030860246913580337,0.009458821604938274,0.07292882716049384,0.3857530864197545
0.38,0.0008181737777777777,0.006146804938271607,0.03163802469135805,0.010227172222222225,0.07683506172839509,0.39547530864197583
0.39,0.0008828444444444445,0.006467066666666668,0.032412839506172714,0.011035555555555559,0.08083833333333336,0.40516049382715924
0.4,0.000950795061728395,0.006795061728395061,0.03318469135802472,0.011884938271604941,0.08493827160493828,0.41480864197530887
0.41000000000000003,0.0010221026666666665,0.007130760493827162,0.033953580246913556,0.012776283333333336,0.08913450617283954,0.4244197530864191
0.42,0.0010968439999999998,0.007474133333333332,0.034719506172839344,0.013710550000000002,0.09342666666666666,0.43399382716049206
0.43,0.0011750955061728395,0.007825150617283949,0.035482469135802476,0.014688693827160496,0.09781438271604938,0.4435308641975312
0.44,0.0012569333333333332,0.008183782716049382,0.036242469135802556,0.01571166666666667,0.10229728395061728,0.4530308641975317
0.45,0.0013424333333333332,0.00855,0.03699950617283964,0.01678041666666667,0.10687500000000001,0.46249382716049486
0.46,0.0014316710617283952,0.008923772839506175,0.03775358024691363,0.017895888271604942,0.11154716049382718,0.4719197530864208
0.47000000000000003,0.0015247217777777777,0.009305071604938273,0.03850469135802462,0.019059022222222225,0.11631339506172843,0.48130864197530804
0.48,0.0016216604444444444,0.009693866666666667,0.039252839506172775,0.020270755555555558,0.12117333333333334,0.4906604938271587
0.49,0.0017225617283950618,0.010090128395061728,0.03999802469135801,0.021532021604938275,0.1261266049382716,0.49997530864197487
0.5,0.0018275,0.010493827160493827,0.04074024691358034,0.022843750000000003,0.13117283950617284,0.5092530864197544
0.51,0.0019365493333333335,0.010904933333333335,0.041479506172839575,0.02420686666666667,0.1363116666666667,0.5184938271604946
0.52,0.0020497835061728397,0.011323417283950619,0.04221580246913572,0.025622293827160497,0.14154271604938273,0.5276975308641976
0.53,0.002167276,0.01174924938271605,0.04294913580246912,0.027090950000000006,0.14686561728395064,0.5368641975308647
0.54,0.0022891,0.012182400000000001,0.043679506172839694,0.028613750000000007,0.15228000000000003,0.5459938271604944
0.55,0.0024153283950617286,0.012622839506172844,0.04440691358024683,0.030191604938271614,0.15778549382716053,0.5550864197530855
0.56,0.002546033777777778,0.013070538271604938,0.04513135802469139,0.03182542222222223,0.16338172839506174,0.5641419753086435
0.5700000000000001,0.0026812884444444448,0.013525466666666671,0.045852839506172784,0.033516105555555564,0.1690683333333334,0.5731604938271601
0.58,0.0028211643950617287,0.013987595061728393,0.04657135802469099,0.03526455493827162,0.17484493827160494,0.5821419753086379
0.59,0.0029657333333333335,0.014456893827160491,0.0472869135802469,0.03707166666666668,0.18071117283950616,0.5910864197530854
0.6,0.0031150666666666673,0.014933333333333331,0.04799950617283962,0.038938333333333346,0.18666666666666665,0.5999938271604957
0.61,0.0032692355061728403,0.015416883950617284,0.048709135802469085,0.04086544382716051,0.19271104938271608,0.6088641975308645
0.62,0.0034283106666666676,0.015907516049382713,0.04941580246913572,0.04285388333333334,0.19884395061728394,0.6176975308641947
0.63,0.0035923626666666676,0.016405199999999998,0.050119506172839785,0.04490453333333335,0.20506499999999997,0.6264938271604972
0.64,0.0037614617283950624,0.01690990617283951,0.05082024691358041,0.04701827160493829,0.21137382716049388,0.6352530864197555
0.65,0.003935677777777778,0.017421604938271606,0.05151802469135786,0.049195972222222245,0.21777006172839508,0.6439753086419738
0.66,0.004115080444444445,0.017940266666666666,0.052212839506172656,0.051438505555555576,0.22425333333333336,0.6526604938271591
0.67,0.004299739061728395,0.01846586172839506,0.05290469135802462,0.05374673827160496,0.23082327160493826,0.6613086419753069
0.68,0.004489722666666667,0.01899836049382716,0.05359358024691358,0.056121533333333355,0.2374795061728395,0.6699197530864204
0.6900000000000001,0.0046851,0.01953773333333333,0.054279506172839886,0.05856375000000002,0.24422166666666667,0.6784938271604992
0.7000000000000001,0.0048859395061728395,0.020083950617283956,0.05496246913580232,0.06107424382716051,0.2510493827160495,0.6870308641975298
0.71,0.005092309333333334,0.020636982716049378,0.05564246913580227,0.06365386666666668,0.25796228395061727,0.6955308641975272
0.72,0.005304277333333334,0.021196800000000002,0.05631950617283974,0.06630346666666669,0.26496000000000003,0.7039938271604956
0.73,0.005521911061728395,0.021763372839506172,0.056993580246913686,0.06902388827160495,0.2720421604938272,0.7124197530864212
0.74,0.005745277777777778,0.022336671604938275,0.05766469135802463,0.07181597222222223,0.27920839506172845,0.7208086419753096
0.75,0.0059744444444444446,0.022916666666666665,0.05833283950617309,0.07468055555555557,0.28645833333333337,0.7291604938271634
0.76,0.006209477728395062,0.023503328395061737,0.05899802469135802,0.07761847160493829,0.2937916049382717,0.7374753086419744
0.77,0.0064504440000000005,0.024096627160493825,0.059660246913579955,0.08063055000000002,0.30120783950617286,0.7457530864197509
0.78,0.0066974093333333345,0.024696533333333336,0.06031950617283975,0.0837176166666667,0.30870666666666674,0.7539938271604957
0.79,0.00695043950617284,0.02530301728395062,0.060975802469135504,0.08688049382716052,0.31628771604938277,0.7621975308641948
0.8,0.007209600000000001,0.025916049382716046,0.06162913580246895,0.09012000000000002,0.32395061728395064,0.7703641975308623
0.81,0.0074749560000000005,0.0265356,0.06227950617284008,0.09343695000000002,0.331695,0.778493827160498
0.8200000000000001,0.007746572395061729,0.027161639506172848,0.06292691358024682,0.09683215493827163,0.3395204938271606,0.7865864197530853
0.8300000000000001,0.008024513777777778,0.027794138271604936,0.06357135802469073,0.10030642222222225,0.3474267283950617,0.7946419753086353
0.84,0.008308844444444446,0.028433066666666663,0.06421283950617268,0.10386055555555558,0.3554133333333333,0.8026604938271592
0.85,0.00859962839506173,0.02907839506172839,0.06485135802469146,0.10749535493827163,0.3634799382716049,0.810641975308643
0.86,0.008896929333333334,0.029730093827160492,0.06548691358024705,0.11121161666666668,0.37162617283950616,0.8185864197530868
0.87,0.009200810666666668,0.03038813333333333,0.06611950617283947,0.11501013333333335,0.37985166666666664,0.8264938271604932
0.88,0.00951133550617284,0.03105248395061728,0.06674913580246924,0.1188916938271605,0.38815604938271603,0.8343641975308652
0.89,0.009828566666666668,0.031723116049382716,0.06737580246913617,0.12285708333333334,0.39653895061728395,0.8421975308641999
0.9,0.01015256666666667,0.032400000000000005,0.06799950617283959,0.12690708333333334,0.405,0.8499938271604973
0.91,0.010483397728395065,0.03308310617283951,0.06862024691358,0.13104247160493826,0.4135388271604939,0.8577530864197519
0.92,0.010821121777777783,0.033772404938271605,0.06923802469135792,0.13526402222222222,0.42215506172839506,0.865475308641972
0.93,0.01116580044444445,0.034467866666666666,0.06985283950617302,0.13957250555555556,0.43084833333333333,0.8731604938271631
0.9400000000000001,0.011517495061728401,0.035169461728395066,0.07046469135802494,0.14396868827160494,0.4396182716049383,0.8808086419753114
0.9500000000000001,0.011876266666666671,0.035877160493827165,0.07107358024691333,0.14845333333333335,0.44846450617283956,0.8884197530864196
0.96,0.012242176000000006,0.03659093333333333,0.0716795061728389,0.1530272,0.4573866666666667,0.8959938271604878
0.97,0.012615283506172843,0.03731075061728394,0.07228246913580233,0.1576910438271605,0.4663843827160493,0.903530864197527
0.98,0.012995649333333336,0.03803658271604938,0.07288246913580328,0.16244561666666665,0.47545728395061726,0.9110308641975401
0.99,0.013383333333333336,0.03876840000000001,0.07347950617283966,0.16729166666666664,0.4846050000000001,0.9184938271604937
1.0,0.013778395061728397,0.03950617283950617,0.07407358024691321,0.1722299382716049,0.49382716049382713,0.9259197530864155
1.01,0.01418089377777778,0.04024987160493827,0.07466469135802498,0.17726117222222218,0.5031233950617284,0.9333086419753167
1.02,0.014590888444444446,0.04099946666666667,0.07525283950617287,0.18238610555555554,0.5124933333333335,0.9406604938271612
1.03,0.015008437728395064,0.04175492839506173,0.07583802469135828,0.18760547160493826,0.5219366049382717,0.947975308641974
1.04,0.0154336,0.04251622716049384,0.07642024691358051,0.19291999999999998,0.531452839506173,0.955253086419755
1.05,0.015866433333333336,0.04328333333333334,0.07699950617283888,0.19833041666666668,0.5410416666666668,0.9624938271604877
1.06,0.01630699550617284,0.044056217283950615,0.0775758024691358,0.20383744382716049,0.5507027160493827,0.9696975308641997
1.07,0.016755344000000002,0.044834849382716056,0.0781491358024692,0.2094418,0.5604356172839507,0.976864197530869
1.08,0.017211536,0.0456192,0.07871950617283907,0.2151442,0.5702400000000001,0.9839938271604898
1.09,0.01767562839506173,0.04640923950617284,0.07928691358024785,0.22094535493827164,0.5801154938271605,0.9910864197530955
1.1,0.018147677777777777,0.047204938271604956,0.07985135802469241,0.22684597222222225,0.590061728395062,0.9981419753086529
1.11,0.018627740444444447,0.048006266666666686,0.08041283950617206,0.23284675555555556,0.6000783333333336,1.0051604938271508
1.12,0.01911587239506173,0.0488131950617284,0.08097135802469096,0.2389484049382716,0.610164938271605,1.0121419753086336
1.1300000000000001,0.019612129333333332,0.049625693827160505,0.08152691358024738,0.24515161666666668,0.6203211728395063,1.0190864197530958
1.1400000000000001,0.020116566666666665,0.050443733333333345,0.08207950617283959,0.25145708333333333,0.6305466666666669,1.0259938271604985
1.1500000000000001,0.02062923950617284,0.0512672839506173,0.08262913580246826,0.2578654938271605,0.6408410493827162,1.0328641975308472
1.16,0.02115020266666667,0.05209631604938271,0.08317580246913446,0.26437753333333336,0.6512039506172839,1.039697530864181
1.17,0.02167951066666667,0.052930799999999986,0.08371950617283956,0.27099388333333335,0.6616349999999999,1.046493827160494
1.18,0.022217217728395064,0.0537707061728395,0.08426024691358114,0.2777152216049383,0.6721338271604937,1.0532530864197642
1.19,0.02276337777777778,0.05461600493827161,0.0847980246913578,0.2845422222222222,0.6827000617283951,1.059975308641975
1.2,0.02331804444444445,0.05546666666666666,0.08533283950617233,0.29147555555555554,0.6933333333333332,1.066660493827154
1.21,0.0238812710617284,0.056322661728395056,0.08586469135802542,0.2985158882716049,0.7040332716049382,1.073308641975318
1.22,0.02445311066666667,0.057183960493827166,0.0863935802469136,0.3056638833333333,0.7147995061728396,1.0799197530864224
1.23,0.025033616000000005,0.05805053333333333,0.0869195061728386,0.3129201999999999,0.7256316666666667,1.086493827160484
1.24,0.025622839506172845,0.05892235061728394,0.08744246913580285,0.32028549382716043,0.7365293827160493,1.0930308641975361
1.25,0.02622083333333334,0.059799382716049385,0.08796246913580254,0.32776041666666667,0.7474922839506174,1.0995308641975288
1.26,0.02682764933333334,0.06068159999999999,0.08847950617283974,0.3353456166666666,0.7585199999999999,1.1059938271604952
1.27,0.0274433390617284,0.06156897283950618,0.08899358024691516,0.3430417382716049,0.7696121604938273,1.112419753086441
1.28,0.028067953777777783,0.06246147160493829,0.08950469135802393,0.3508494222222222,0.7807683950617287,1.1188086419752996
1.29,0.02870154444444445,0.06335906666666666,0.0900128395061716,0.35876930555555553,0.7919883333333333,1.1251604938271487
1.3,0.029344161728395064,0.06426172839506172,0.09051802469135853,0.3668020216049383,0.8032716049382717,1.1314753086419826
1.31,0.029995856,0.06516942716049383,0.09102024691358054,0.37494819999999995,0.814617839506173,1.1377530864197516
1.32,0.030656677333333337,0.06608213333333333,0.09151950617284008,0.38320846666666664,0.8260266666666667,1.1439938271605
1.33,0.031326675506172845,0.06699981728395063,0.09201580246913574,0.3915834438271605,0.837497716049383,1.1501975308641998
1.34,0.032005900000000004,0.06792244938271605,0.09250913580246892,0.40007374999999995,0.8490306172839507,1.156364197530857
1.35,0.032694400000000005,0.06885000000000001,0.09299950617283961,0.40867999999999993,0.8606250000000001,1.1624938271604934
1.36,0.03339222439506173,0.06978243950617284,0.09348691358024713,0.4174028049382716,0.8722804938271606,1.1685864197530926
1.37,0.034099421777777784,0.07071973827160495,0.09397135802469148,0.4262427722222222,0.8839967283950619,1.1746419753086434
1.3800000000000001,0.03481604044444445,0.07166186666666667,0.09445283950617334,0.4352005055555555,0.8957733333333334,1.1806604938271625
1.3900000000000001,0.03554212839506173,0.07260879506172842,0.09493135802469271,0.44427660493827154,0.9076099382716052,1.1866419753086555
1.4000000000000001,0.03627773333333334,0.07356049382716053,0.09540691358024544,0.4534716666666666,0.9195061728395065,1.1925864197530722
1.41,0.03702290266666667,0.07451693333333333,0.09587950617283708,0.4627862833333332,0.9314616666666666,1.1984938271604684
1.42,0.03777768350617284,0.07547808395061727,0.09634913580246901,0.4722210438271604,0.9434760493827159,1.204364197530866
1.43,0.03854212266666667,0.0764439160493827,0.09681580246913637,0.48177653333333326,0.955548950617284,1.21019753086421
1.44,0.03931626666666667,0.0774144,0.09727950617283987,0.4914533333333333,0.9676800000000001,1.2159938271604942
1.45,0.04010016172839507,0.0783895061728395,0.09774024691357949,0.5012520216049382,0.9798688271604938,1.2217530864197412
1.46,0.04089385377777778,0.07936920493827158,0.09819802469135733,0.5111731722222221,0.9921150617283949,1.2274753086419676
1.47,0.04169738844444445,0.08035346666666665,0.09865283950617407,0.5212173555555555,1.0044183333333332,1.233160493827179
1.48,0.042510811061728396,0.08134226172839507,0.09910469135802485,0.5313851382716048,1.0167782716049385,1.2388086419753086
1.49,0.04333416666666667,0.08233556049382715,0.09955358024691316,0.5416770833333333,1.0291945061728394,1.244419753086412
1.5,0.0441675,0.08333333333333333,0.09999950617284037,0.5520937499999999,1.0416666666666667,1.2499938271605004
1.51,0.045010855506172835,0.08433555061728396,0.1004424691358044,0.5626356938271604,1.0541943827160494,1.2555308641975516
1.52,0.04586427733333332,0.08534218271604942,0.10088246913580179,0.5733034666666665,1.0667772839506178,1.261030864197532
1.53,0.04672780933333332,0.08635319999999999,0.10131950617283739,0.5840976166666666,1.079415,1.2664938271604642
1.54,0.04760149506172838,0.08736857283950616,0.10175358024691467,0.5950186882716048,1.092107160493827,1.2719197530864368
1.55,0.04848537777777777,0.08838827160493828,0.1021846913580253,0.6060672222222221,1.1048533950617287,1.2773086419753277
1.56,0.04937950044444444,0.08941226666666667,0.10261283950617275,0.6172437555555554,1.1176533333333336,1.282660493827148
1.57,0.050283905728395056,0.09044052839506174,0.10303802469135842,0.6285488216049382,1.1305066049382717,1.2879753086419754
1.58,0.051198636,0.09147302716049384,0.10346024691358022,0.6399829499999999,1.1434128395061731,1.2932530864197544
1.59,0.05212373333333333,0.09250973333333334,0.10387950617283884,0.6515466666666666,1.1563716666666668,1.2984938271604851
1.6,0.053059239506172834,0.09355061728395062,0.10429580246913567,0.6632404938271604,1.1693827160493828,1.3036975308642007
1.61,0.054005196,0.09459564938271606,0.10470913580246932,0.6750649499999999,1.1824456172839508,1.3088641975308568
1.62,0.054961644,0.0956448,0.10511950617283841,0.6870205499999998,1.19556,1.3139938271604867
1.6300000000000001,0.05592862439506172,0.09669803950617283,0.10552691358024849,0.6991078049382715,1.2087254938271605,1.3190864197531127
1.6400000000000001,0.05690617777777777,0.09775533827160497,0.1059313580246933,0.7113272222222221,1.2219417283950622,1.324141975308657
1.6500000000000001,0.05789434444444444,0.09881666666666669,0.10633283950617148,0.7236793055555555,1.2352083333333337,1.3291604938271417
1.6600000000000001,0.05889316439506172,0.0998819950617284,0.10673135802468994,0.7361645549382715,1.248524938271605,1.3341419753086337
1.67,0.05990267733333332,0.10095129382716049,0.10712691358024592,0.7487834666666666,1.2618911728395064,1.3390864197530772
1.68,0.06092292266666666,0.10202453333333332,0.10751950617284081,0.7615365333333333,1.2753066666666666,1.3439938271604945
1.69,0.06195393950617283,0.1031016839506173,0.10790913580246905,0.7744242438271605,1.2887710493827162,1.3488641975308635
1.7,0.06299576666666666,0.1041827160493827,0.10829580246913412,0.7874470833333332,1.3022839506172839,1.353697530864184
1.71,0.06404844266666666,0.10526759999999999,0.10867950617283947,0.8006055333333332,1.315845,1.3584938271604896
1.72,0.06511200572839507,0.10635630617283949,0.10906024691358027,0.8139000716049382,1.3294538271604937,1.3632530864197578
1.73,0.06618649377777777,0.1074488049382716,0.10943802469135788,0.8273311722222221,1.343110061728395,1.3679753086419777
1.74,0.06727194444444444,0.10854506666666665,0.10981283950617371,0.8408993055555554,1.3568133333333332,1.3726604938271714
1.75,0.0683683950617284,0.10964506172839507,0.11018469135802497,0.8546049382716048,1.3705632716049385,1.3773086419753167
1.76,0.06947588266666667,0.11074876049382715,0.11055358024691167,0.8684485333333332,1.3843595061728395,1.3819197530863914
1.77,0.07059444399999999,0.1118561333333333,0.11091950617284005,0.8824305499999998,1.3982016666666663,1.3864938271604954
1.78,0.07172411550617284,0.11296715061728395,0.11128246913580456,0.8965514438271603,1.4120893827160494,1.391030864197551
1.79,0.07286493333333333,0.11408178271604939,0.11164246913580311,0.9108116666666665,1.4260222839506174,1.3955308641975361
1.8,0.07401693333333333,0.11520000000000001,0.11199950617283988,0.9252116666666664,1.4400000000000002,1.3999938271605061
1.81,0.07518015106172839,0.11632177283950619,0.11235358024691347,0.9397518882716047,1.4540221604938275,1.4044197530864166
1.82,0.07635462177777777,0.11744707160493828,0.1127046913580225,0.9544327722222219,1.4680883950617285,1.4088086419752788
1.83,0.07754038044444443,0.11857586666666664,0.11305283950617181,0.9692547555555553,1.482198333333333,1.4131604938271591
1.84,0.07873746172839505,0.11970812839506172,0.11339802469136073,0.9842182716049379,1.4963516049382717,1.4174753086420022
1.85,0.07994589999999999,0.12084382716049386,0.11374024691358092,0.9993237499999996,1.510547839506173,1.4217530864197525
1.86,0.08116572933333333,0.12198293333333333,0.11407950617283863,1.0145716166666663,1.5247866666666667,1.4259938271604877
1.87,0.08239698350617283,0.12312541728395063,0.11441580246913594,1.0299622938271602,1.5390677160493829,1.4301975308641968
1.8800000000000001,0.08363969599999999,0.12427124938271605,0.11474913580246937,1.0454961999999999,1.5533906172839507,1.4343641975308685
1.8900000000000001,0.08489389999999998,0.12542040000000002,0.11507950617284102,1.0611737499999998,1.5677550000000002,1.438493827160514
1.9000000000000001,0.08615962839506171,0.12657283950617287,0.1154069135802474,1.0769953549382714,1.582160493827161,1.442586419753089
1.9100000000000001,0.08743691377777775,0.12772853827160496,0.11573135802468992,1.0929614222222221,1.596606728395062,1.4466419753086268
1.92,0.08872578844444443,0.12888746666666667,0.11605283950616996,1.1090723555555553,1.6110933333333335,1.4506604938271384
1.93,0.0900262843950617,0.13004959506172836,0.1163713580246889,1.1253285549382712,1.6256199382716048,1.4546419753086237
