time (s),rope_length (m)
0.0,0.6000095288162333
0.059,0.5999636312379304
0.118,0.5999428852421413
0.177,0.5999998385225361
0.236,0.5999690879429062
0.295,0.599937673111768
0.354,0.5998154308030911
0.413,0.5996831127951663
0.472,0.5995312449967427
0.5309999999999999,0.5992774615204756
0.59,0.5989848255368617
0.649,0.5986465190649704
0.708,0.5981587759632222
0.7669999999999999,0.5975909408342942
0.826,0.59691106837082
0.885,0.5961995236892798
0.944,0.5953142099893491
1.003,0.5943765802973566
1.0619999999999998,0.5932952838721466
1.121,0.5920552844483552
1.18,0.5906846694822518
1.2389999999999999,0.5892362256048049
1.298,0.5875778168872708
1.357,0.5858201416893842
1.416,0.5838519836402934
1.4749999999999999,0.5817295431839052
1.5339999999999998,0.5795357836648956
1.593,0.5771262782444168
1.652,0.5745636848829507
1.7109999999999999,0.5718352659494804
1.77,0.5689469525693879
1.829,0.5658908740569512
1.888,0.5627256777451286
1.9469999999999998,0.5593181817758015
2.006,0.5558345960066973
2.065,0.5522024637946953
2.1239999999999997,0.5483263187644531
2.183,0.5443855666263314
2.242,0.5402963450079685
2.3009999999999997,0.5359358207565977
2.36,0.5315778786845777
2.419,0.5270320327374419
2.4779999999999998,0.5223293425489886
2.537,0.5174962267201152
2.596,0.5124749375167907
2.655,0.5073810777712118
2.714,0.5021487585162618
2.7729999999999997,0.4967865433400354
2.832,0.4913702156195318
2.891,0.48581348933860624
2.9499999999999997,0.48018824172277097
3.009,0.4744773013800535
3.0679999999999996,0.46861857781562904
3.127,0.4627426772326851
3.186,0.4567150371461307
3.2449999999999997,0.45071717534308514
3.304,0.4445633579045014
3.363,0.4383944336365636
3.4219999999999997,0.4321633250714553
3.481,0.42596606792627295
3.54,0.4196399846516938
3.5989999999999998,0.41330926626527936
3.658,0.40697572313198366
3.7169999999999996,0.4005964063228065
3.776,0.39423729953295433
3.835,0.3879255424022531
3.8939999999999997,0.38157426755685214
3.953,0.37522479639373335
4.012,0.3689356822738546
4.071,0.3626271825610525
4.13,0.3563490805961123
4.189,0.3501792352943713
4.247999999999999,0.3439880627596371
4.3069999999999995,0.33790905386358927
4.366,0.3318308264464664
4.425,0.32592736405723305
4.484,0.3200567013991505
4.543,0.3142155135701364
4.601999999999999,0.3084620837512959
4.661,0.3028456909773562
4.72,0.29729145176393074
4.779,0.2918943138599516
4.838,0.2865908518962453
4.896999999999999,0.2814150318388592
4.9559999999999995,0.2764299494282226
5.015,0.2714558444919397
5.074,0.26663801992139274
5.133,0.2619974037894945
5.192,0.25744511249911145
5.2509999999999994,0.2531470068539367
5.31,0.2488923704078449
5.369,0.24482903199009165
5.428,0.2408718917056754
5.487,0.23709186857569828
5.545999999999999,0.23353206606680288
5.6049999999999995,0.23006251416460632
5.664,0.22679049358967188
5.723,0.22365505817081732
5.782,0.22067440116299505
5.840999999999999,0.21785857912599982
5.8999999999999995,0.21521485206136953
5.959,0.21271502548582127
6.018,0.21041865025623943
6.077,0.2082469705761078
6.135999999999999,0.20625701593957094
6.194999999999999,0.20438861795472668
6.254,0.20267857947348583
6.313,0.20112588049695715
6.372,0.19974776670382083
6.431,0.19847153333052914
6.489999999999999,0.19726929939717935
6.5489999999999995,0.1962799120888639
6.608,0.19532066777803941
6.667,0.19457690051456128
6.726,0.19392536060374846
6.784999999999999,0.19332584041757866
6.843999999999999,0.19279472694259575
6.903,0.1923150410479739
6.962,0.19195723389114125
7.021,0.19170191896810812
7.08,0.19143117200957518
7.138999999999999,0.1912149083252935
7.1979999999999995,0.19106091350531365
7.257,0.19097455921580775
7.316,0.19086723272940867
7.375,0.19079277494773314
7.433999999999999,0.1907487311001488
7.492999999999999,0.1906697488049831
7.552,0.19064757931897774
7.611,0.19065799119949112
7.67,0.19065651474003023
7.728999999999999,0.1906459654163712
7.787999999999999,0.19065381901732195
7.8469999999999995,0.19067606662046288
7.906,0.19068886927696851
7.965,0.1907437602870158
8.024,0.190746933886661
8.083,0.19080810128035197
8.142,0.19077559287552742
8.200999999999999,0.19082330330442995
8.26,0.19088296532584473
8.318999999999999,0.19089192885404976
8.378,0.19092200258366562
8.437,0.19100835916373907
8.495999999999999,0.1910254148795852
8.555,0.191044141175573
8.613999999999999,0.19111940993619106
8.673,0.19113939383466258
8.732,0.19116969237809733
8.791,0.19124613474737198
8.85,0.19133063362021896
8.908999999999999,0.19139298663717738
8.968,0.1914194425083427
9.027,0.1914800608835085
9.086,0.19156168794775272
9.145,0.1915355748995288
9.203999999999999,0.1915827705135012
9.263,0.1916743814843197
9.322,0.19174405182655416
9.381,0.19178469996677683
9.44,0.1918844711109889
9.498999999999999,0.19189192792962137
9.558,0.191940294741484
9.616999999999999,0.19200958122254477
9.676,0.19202241168841747
9.735,0.1921044695337528
9.793999999999999,0.1921153217734107
9.853,0.19214240723690004
9.911999999999999,0.19219193362047735
9.971,0.1922473763211028
10.03,0.19230239198893964
10.088999999999999,0.19230429024654044
10.148,0.19236950972676037
10.206999999999999,0.19238632330613997
10.266,0.19244036772334971
10.325,0.19246514136894585
10.384,0.19258556273149885
10.443,0.19261711506463627
10.501999999999999,0.19268273390010104
10.561,0.19271121978409217
10.62,0.1927489854430643
10.679,0.19280524913697747
10.738,0.1928958431119268
10.796999999999999,0.19290877804314013
10.856,0.1929950199385192
10.915,0.1930818143092162
10.974,0.19311806701832987
11.033,0.19311534044301817
11.091999999999999,0.19311096645468978
11.151,0.19315239171642143
11.209999999999999,0.19319582474227884
11.269,0.19322863918359737
11.328,0.19332038625125236
11.386999999999999,0.19335663904313527
11.446,0.1933791574753568
11.504999999999999,0.19335580783192743
11.564,0.19340112160725073
11.623,0.19343401386162062
11.681999999999999,0.19345606341030352
11.741,0.19351585337606705
11.799999999999999,0.19357928816408757
11.859,0.1935641995805699
11.918,0.19359044593531044
11.976999999999999,0.1936969055988182
12.036,0.19373254366118373
12.094999999999999,0.19379621005398334
12.154,0.19379810023813435
12.213,0.19386765153032434
12.271999999999998,0.1938806722624463
12.331,0.19393395205858063
12.389999999999999,0.19395410665404803
12.449,0.19399921749506935
12.508,0.19405399839483858
12.567,0.19410215527666114
12.626,0.1941148367292179
12.684999999999999,0.194090322452781
12.744,0.19415943501697672
12.802999999999999,0.19420660835203774
12.862,0.194302611065701
12.921,0.1943353862166193
12.979999999999999,0.19433883366245203
13.039,0.19437065301425305
13.097999999999999,0.1944034140185959
13.157,0.19446941826348513
13.216,0.1945226688210535
13.274999999999999,0.19456615561306445
13.334,0.19464645447872556
13.392999999999999,0.19466725244755564
13.452,0.19465895846854106
13.511,0.19473802325150824
13.569999999999999,0.19472528296487238
13.629,0.19479501064587496
13.687999999999999,0.19484666700191977
13.747,0.19481595710001906
13.806,0.1948316718784783
13.864999999999998,0.19485166160644393
13.924,0.19489008113352088
13.982999999999999,0.19498477774228792
14.042,0.19503251769666832
14.100999999999999,0.19501889408574158
14.16,0.19506989365983463
14.219,0.19510481360000484
14.277999999999999,0.19511042313065408
14.337,0.19516710090365488
14.395999999999999,0.19517098655300613
14.455,0.19523334041307405
14.514,0.19527825467687518
14.572999999999999,0.1953071766667473
14.632,0.19534471705989284
14.690999999999999,0.1953164766281542
14.75,0.19531714754442187
14.809,0.19534441274589223
14.867999999999999,0.19536480670840597
14.927,0.19542853015805872
14.985999999999999,0.19549185828350113
15.045,0.19547256006529953
15.104,0.1954814383172223
15.162999999999998,0.1954891352376428
15.222,0.1955260675147211
15.280999999999999,0.19552476226261037
15.34,0.19558186675983202
15.399,0.19561660459433958
15.457999999999998,0.19565950330413545
15.517,0.1957570995440647
15.575999999999999,0.1957798631821675
15.635,0.19582294936104416
15.693999999999999,0.19581918909914822
15.752999999999998,0.19582584062087796
15.812,0.1958284664412338
15.870999999999999,0.1958570655007408
15.93,0.19588543331038752
15.988999999999999,0.1959049803854167
16.048,0.19592037984897445
16.107,0.19600037134715348
16.166,0.19602588460771642
16.224999999999998,0.19600591159462077
16.284,0.19602419675493954
16.343,0.19606901656850945
16.401999999999997,0.19606897251563757
16.461,0.19611937964746914
16.52,0.19615081620699676
16.579,0.19619742674228066
16.637999999999998,0.19621404650729832
16.697,0.1962026903050487
16.756,0.19623156595071678
16.814999999999998,0.19626973300785625
16.874,0.1962270287223353
16.933,0.1963173162827969
16.991999999999997,0.19634502903134393
17.051,0.1963378844777398
17.11,0.19642559867691384
17.169,0.19641554136711326
17.227999999999998,0.19647182624226014
17.287,0.19644088849108993
17.346,0.1964659292173999
17.404999999999998,0.1965125974927597
17.464,0.19655447616011665
17.523,0.19655759765556619
17.582,0.1966069700602405
17.641,0.19662289701587993
17.7,0.1966225539855403
17.759,0.19672728732344588
17.817999999999998,0.19670248599831514
17.877,0.19669109244979904
17.936,0.19671292810040691
17.994999999999997,0.196761976349728
18.054,0.19672317370535633
18.113,0.19678246769698024
18.172,0.19676676799427223
18.230999999999998,0.1967779889668055
18.29,0.1968140081343407
18.349,0.19684385617036915
18.407999999999998,0.19685272967203138
18.467,0.19684732484792403
18.526,0.19686587654717053
18.584999999999997,0.1968533358048817
18.644,0.1968628209307089
18.703,0.19686677395634813
18.762,0.196863303302092
18.820999999999998,0.19687928700711033
18.88,0.19689226055768744
18.939,0.19693669081257148
18.997999999999998,0.19691245148013323
19.057,0.1969425279551471
19.116,0.19696500500253367
19.175,0.19705492955369117
19.233999999999998,0.19710061416266922
19.293,0.1970714950942239
19.352,0.19705594555895883
19.410999999999998,0.19712345572940926
19.47,0.19711865255250466
19.529,0.19716201945392942
19.587999999999997,0.1971464405448034
19.647,0.19716827216697758
19.706,0.19722913804252262
19.765,0.19723986052538872
19.823999999999998,0.19729051362934802
19.883,0.1972738342964299
19.942,0.19729433888572345
20.000999999999998,0.19728854824273173
20.06,0.197279251849067
20.119,0.19726934156167958
20.177999999999997,0.19730899136413962
20.237,0.19729549630986382
20.296,0.19729757333324685
20.355,0.19732977551733608
20.413999999999998,0.19730872045215536
20.473,0.19734477847559187
20.532,0.1974053120855592
20.590999999999998,0.19743635153059141
20.65,0.19744441456524667
20.709,0.19747118700638927
20.768,0.19745149016680347
20.826999999999998,0.1975394997043999
20.886,0.1975814876449771
20.945,0.1975545251247423
21.003999999999998,0.1975768816507134
21.063,0.19758107853068715
21.122,0.19757402895137752
21.180999999999997,0.19757953153361524
21.24,0.19756989290496305
21.299,0.19762961056262007
21.358,0.19761571320567864
21.416999999999998,0.19761234004941822
21.476,0.1976284303671635
21.535,0.1976804217820417
21.593999999999998,0.19768862169944026
21.653,0.1977024346287545
21.712,0.1977355009544508
21.770999999999997,0.1977170509816849
21.83,0.19774707376477338
21.889,0.1977449910466993
21.948,0.19779662418229282
22.006999999999998,0.19780616830740996
22.066,0.19778041238356464
22.125,0.19780193747789385
22.183999999999997,0.19784018765794717
22.243,0.19789743790167885
22.302,0.19792336679586997
22.360999999999997,0.19795994441617346
22.419999999999998,0.197899770354435
22.479,0.19795514415757678
22.538,0.19794638396757813
22.596999999999998,0.19796445753455072
22.656,0.19796074478172518
22.715,0.19795225635429892
22.773999999999997,0.19802101612746414
22.833,0.1979985348797542
22.892,0.19803712690059927
22.951,0.19804668129434294
23.009999999999998,0.19807402320750428
23.069,0.19810460194600207
23.128,0.19808203919698947
23.186999999999998,0.19813967452534156
23.246,0.1981667588336104
23.305,0.19812476106239169
23.363999999999997,0.1981867437319227
23.423,0.19815488416819643
23.482,0.19814791264837156
23.541,0.19815218210586455
23.599999999999998,0.1981603180845576
23.659,0.19819705621298386
23.718,0.19825560167978376
23.776999999999997,0.19822107378376574
23.836,0.19825656690019983
23.895,0.19826394407454695
23.953999999999997,0.19825826615009137
24.012999999999998,0.19827864187148916
24.072,0.19832407422454612
24.131,0.19835964191969968
24.189999999999998,0.19830108786098535
24.249,0.19833240482382253
24.308,0.19841900412445349
24.366999999999997,0.19840975196794444
24.426,0.19838833963911462
24.485,0.1983661903675724
24.543999999999997,0.19831386620729272
24.602999999999998,0.19840509172368231
24.662,0.1983962581694014
24.721,0.19836681889985838
24.779999999999998,0.1983393951563327
24.839,0.1983677161981024
24.898,0.19839397961523367
24.956999999999997,0.19839789829840246
25.016,0.19840044334575113
25.075,0.19844072658102702
25.134,0.19841080275961698
25.192999999999998,0.19848401835018054
25.252,0.198482865236118
25.311,0.1984343019419007
25.369999999999997,0.19845871874288912
25.429,0.1984841965651278
25.488,0.19850631125209112
25.546999999999997,0.1985528805270975
25.605999999999998,0.19857005472991107
25.665,0.19849809542486402
25.724,0.19855805845578642
25.782999999999998,0.19852506253940083
25.842,0.19853785177912642
25.901,0.1985402391535467
25.959999999999997,0.1985495275574656
26.019,0.19858043096765132
26.078,0.19857128986470637
26.136999999999997,0.198559977557583
26.195999999999998,0.19854620124719147
26.255,0.1985514298934422
26.314,0.19857239148740544
26.372999999999998,0.1985287961946043
26.432,0.19856547626938748
26.491,0.19857843229954028
26.549999999999997,0.19861452453583206
26.608999999999998,0.1985854481423924
26.668,0.19860099122492797
26.727,0.1986006708649099
26.785999999999998,0.198625536658193
26.845,0.19860054676172095
26.904,0.19859446646031909
26.962999999999997,0.1986439494082451
27.022,0.19867250596248442
27.081,0.198605467338469
27.139999999999997,0.1985998907598422
27.198999999999998,0.1985710191455959
27.258,0.19859664445279282
27.317,0.1985701741513952
27.375999999999998,0.19861005577527963
27.435,0.19859914798909403
27.494,0.19864502393770933
27.552999999999997,0.19866762863086346
27.612,0.19870734979486943
27.671,0.1986764915420419
27.729999999999997,0.1987548797194154
27.788999999999998,0.19873523042288646
27.848,0.19877476703834931
27.907,0.198781638147028
27.965999999999998,0.19880962320807338
28.025,0.19882532596816677
28.084,0.19884167170280748
28.142999999999997,0.19886719658896743
28.201999999999998,0.19888732029015263
28.261,0.1988697685840322
28.32,0.1989065251465779
28.378999999999998,0.19885897232476116
28.438,0.19890264164035565
28.497,0.19890377611575316
28.555999999999997,0.19891182027731444
28.615,0.19888865281390686
28.674,0.19893839226261237
28.732999999999997,0.1989251772432559
28.791999999999998,0.19891767418383413
28.851,0.198895236600095
28.91,0.1989027502239114
28.968999999999998,0.1989151587792182
29.028,0.1989118147706943
29.087,0.198909555663975
29.145999999999997,0.19886953419838418
29.205,0.19888426336163953
29.264,0.1988634538365531
29.322999999999997,0.1988699256379104
29.381999999999998,0.19888169619450413
29.441,0.19891120043719335
29.5,0.19895866899702522
29.558999999999997,0.19897475713589924
29.618,0.19893720721880986
29.677,0.19898217668392304
29.735999999999997,0.19896484447100593
29.794999999999998,0.19901577629353737
29.854,0.19902446415301137
29.912999999999997,0.1990002274347572
29.971999999999998,0.19898957427569824
30.031,0.19903616775568286
30.09,0.1990508100911855
30.148999999999997,0.19901685868816638
30.208,0.1990213774086462
30.267,0.19907026848725942
30.325999999999997,0.1991081101927193
30.384999999999998,0.19901323990923367
30.444,0.19908318401947453
30.503,0.19910593882282743
30.561999999999998,0.19911722330218576
30.621,0.19908288294184398
30.68,0.19911596844394655
30.738999999999997,0.19910656568986723
30.798,0.19912857158498035
30.857,0.1991662978777876
30.915999999999997,0.19916490384135108
30.974999999999998,0.19917145146785206
31.034,0.19921936051745265
31.093,0.1992214886846825
31.151999999999997,0.19923357060382474
31.211,0.19923140236090042
31.27,0.19920901696483295
31.328999999999997,0.19920627243323571
31.387999999999998,0.19918681955321238
31.447,0.19915139937569337
31.505999999999997,0.19924734108379993
31.564999999999998,0.19919709186337392
31.624,0.19922336811651598
31.683,0.19924772685045905
31.741999999999997,0.19925438539774568
31.801,0.1992511634989519
31.86,0.1991995784130163
31.918999999999997,0.19922934869386924
31.977999999999998,0.1991978968384111
32.037,0.1992261572899151
32.096,0.19917434323457617
32.155,0.19915020560916605
32.214,0.19917844509131089
32.272999999999996,0.19923160159423653
32.332,0.19926883718013605
32.391,0.19923954052659898
32.449999999999996,0.1992084546384396
32.509,0.19920097373853363
32.568,0.19926099077043977
32.626999999999995,0.19926955382512512
32.686,0.19925403890680346
32.745,0.19923993564787476
32.803999999999995,0.19923939768474472
32.863,0.19922291049333354
32.922,0.1992411018674197
32.981,0.19931415546948578
33.04,0.1993330478882356
33.099,0.19935605904694484
33.158,0.1993971220627155
33.217,0.1994052090360198
33.275999999999996,0.19938255241209935
33.335,0.19936881735643394
33.394,0.1993979165111483
33.452999999999996,0.19938630354533454
33.512,0.19935435850507233
33.571,0.1993400980689941
33.629999999999995,0.19936373194514626
33.689,0.19933706995291192
33.748,0.19934679017486046
33.806999999999995,0.19936980358043446
33.866,0.19934453405852787
33.925,0.19931000031872348
33.983999999999995,0.19937341988958804
34.043,0.1993680687133495
34.102,0.1993612708156962
34.161,0.19933501331620432
34.22,0.19931787310472446
34.278999999999996,0.19928221700044427
34.338,0.19928306929392445
34.397,0.19933126358357714
34.455999999999996,0.19936479474403215
34.515,0.19938245739036906
34.574,0.19941579174254923
34.632999999999996,0.1994025719845313
34.692,0.1994497234345775
34.751,0.19939426430035795
34.809999999999995,0.1994125672126535
34.869,0.19939214758535528
34.928,0.19940065456298195
34.986999999999995,0.19944524541901748
35.046,0.19940502394580872
35.105,0.1994206258649229
35.164,0.19942998552734645
35.223,0.19943491004686054
35.282,0.19946860694224947
35.341,0.1994758438397359
35.4,0.19950881574129975
35.458999999999996,0.19951308503687423
35.518,0.1994778922355408
35.577,0.19944434817851658
35.635999999999996,0.19941586876504028
35.695,0.19947377663919855
35.754,0.19951224101892676
35.812999999999995,0.19950739795050196
35.872,0.19955016591804806
35.931,0.1995108175352561
35.989999999999995,0.19950388639088434
36.049,0.19946724921203982
36.108,0.19950129311310402
36.167,0.1994609141656084
36.226,0.19946617585305865
36.285,0.19947471688555865
36.344,0.19955103264356863
36.403,0.1995445535179125
36.461999999999996,0.1995821730392157
36.521,0.19958904147067108
36.58,0.19961770296295575
36.638999999999996,0.19955076504604685
36.698,0.19958782439710954
36.757,0.1995995910732959
36.815999999999995,0.19956792512416682
36.875,0.19962853727405064
36.934,0.1996027753726772
36.992999999999995,0.19963374354147762
37.052,0.19958690150821518
37.111,0.1995640135343007
37.169999999999995,0.19957972267761787
37.229,0.19961257772872806
37.288,0.19959304690585603
37.347,0.1996697544804535
37.406,0.19967485697183426
37.464999999999996,0.19967823061088957
37.524,0.1996328585886165
37.583,0.19959373034470934
37.641999999999996,0.19954095418991005
37.701,0.19958091007893994
37.76,0.19953601211890182
37.818999999999996,0.19949572433527524
37.878,0.19952314892315093
37.937,0.1995114729175494
37.995999999999995,0.1995523193458453
38.055,0.19953375930168957
38.114,0.19958388073752345
38.172999999999995,0.1995909374239005
38.232,0.19964935687536886
38.291,0.19959578043245227
38.35,0.19958320570736052
38.409,0.1996448423511311
38.467999999999996,0.19962468778507247
38.527,0.19964894074926107
38.586,0.19968704781428231
38.644999999999996,0.19967549921394484
38.704,0.19969426209439098
38.763,0.19968570853638584
38.821999999999996,0.19965759147769135
38.881,0.19967980918053294
38.94,0.19963001614872147
38.998999999999995,0.19966913209213402
39.058,0.19963771685563106
39.117,0.19962618556623837
39.175999999999995,0.19959007104590534
39.235,0.19959834476102775
39.294,0.1996224884829928
39.352999999999994,0.19960899573926835
39.412,0.19959025145546527
39.471,0.1995944308073221
39.53,0.1996324475671851
39.589,0.19964004931015875
39.647999999999996,0.1996060942975855
39.707,0.19964506593815357
39.766,0.1996852623015575
39.824999999999996,0.19964782602072315
39.884,0.19966860406247422
39.943,0.19965580802113486
40.001999999999995,0.1996426833658421
40.061,0.19960242898492936
40.12,0.19962745149638514
40.178999999999995,0.19967876279545319
40.238,0.19966426492100264
40.297,0.1997663679953539
40.355999999999995,0.1998701538410604
40.415,0.19993051629253544
40.474,0.20012127917489123
40.533,0.20032133208746647
40.592,0.20069432137553178
40.650999999999996,0.20108123719414264
40.71,0.20156949498281582
40.769,0.20215143791284967
40.827999999999996,0.20283005150163785
40.887,0.20358566235580847
40.946,0.20448369507872077
41.004999999999995,0.20543192245041053
41.064,0.20653156173051357
41.123,0.20774380047604715
41.181999999999995,0.20912128148278408
41.241,0.21057616164780202
41.3,0.2122374214061966
41.358999999999995,0.21403489110573848
41.418,0.21596487816490847
41.477,0.21808035581464527
41.536,0.2203490430824973
41.595,0.22272715198765244
41.653999999999996,0.22526010823585868
41.713,0.22798669669796312
41.772,0.23085571574918895
41.830999999999996,0.23391033347950516
41.89,0.2371363013369545
41.949,0.2405006892653922
42.007999999999996,0.2440589276873101
42.067,0.24769348955960216
42.126,0.25154266235455974
42.184999999999995,0.25552661198576543
42.244,0.25962480525577436
42.303,0.263910605991584
42.361999999999995,0.26835659087953473
42.421,0.2728901284066538
42.48,0.27762521949935326
42.538999999999994,0.2825122804917338
42.598,0.2875049016941689
42.657,0.29260115129803665
42.716,0.29779505817267415
42.775,0.3031226658632978
42.833999999999996,0.3085720651740986
42.893,0.3141170384694797
42.952,0.31973143488929207
43.010999999999996,0.3255149435048974
43.07,0.3313181506184538
43.129,0.33719881518068456
43.187999999999995,0.34321103355324695
43.247,0.3492167868974637
43.306,0.3553225957913181
43.364999999999995,0.3615308560044396
43.424,0.3677785517968491
43.483,0.37402110693143314
43.541999999999994,0.3803249846336187
43.601,0.3865837175334697
43.66,0.39302507711488294
43.719,0.39943197294013305
43.778,0.40576182035443664
43.836999999999996,0.41210445836957676
43.896,0.41847991339520413
43.955,0.42476013828525766
44.013999999999996,0.4310963275663805
44.073,0.4373783537135454
44.132,0.44361710831284157
44.190999999999995,0.4498495233437079
44.25,0.4559498034756478
44.309,0.46204448611691884
44.367999999999995,0.4680813841689442
44.427,0.47401434647130947
44.486,0.47996142975667017
44.544999999999995,0.48579458464498676
44.604,0.4914833706778516
44.663,0.4971395127256898
44.721999999999994,0.5026488073080528
44.781,0.5080287925201314
44.839999999999996,0.5133430026325044
44.899,0.51853707628866
44.958,0.5235679377906011
45.016999999999996,0.5284759595933892
45.076,0.5332575502251663
45.135,0.5379363101768583
45.193999999999996,0.5424679913402964
45.253,0.546841464484956
45.312,0.5510888755789145
45.370999999999995,0.5551326465941072
45.43,0.5590815529258113
45.489,0.562853025615639
45.547999999999995,0.5664754507735639
45.607,0.5698779253623726
45.666,0.5731581847726005
45.724999999999994,0.576260991328939
45.784,0.579235187268611
45.842999999999996,0.58208480635492
45.902,0.5846949311827497
45.961,0.5871598330350142
46.019999999999996,0.589436886141808
46.079,0.5916645541120322
46.138,0.5936614600849562
46.196999999999996,0.5954820845191142
46.256,0.5971640312164417
46.315,0.5987155336407995
46.373999999999995,0.6001081482751003
46.433,0.6014596199746058
46.492,0.6025821819135408
46.550999999999995,0.6035768777590415
46.61,0.6044826689042273
46.669,0.605281761306676
46.727999999999994,0.6060053751754574
46.787,0.6066032906434039
46.846,0.6070756891088942
46.904999999999994,0.6075073341997853
46.964,0.6077970332992442
47.022999999999996,0.6081435355452609
47.082,0.6083360691317453
47.141,0.6085619070004524
47.199999999999996,0.6087012603418009
47.259,0.6087988897608108
47.318,0.6088820908897702
47.376999999999995,0.6089342670107789
47.436,0.6089996160106502
47.495,0.6090503727100597
47.553999999999995,0.6091014736754756
47.613,0.6091300186642512
47.672,0.6091434028907743
47.730999999999995,0.6091414072896142
47.79,0.6091136263044493
47.849,0.6090447633132993
47.907999999999994,0.6090494637961578
47.967,0.6089980543721227
48.025999999999996,0.6090072978733395
48.085,0.608970332693908
48.144,0.6089385622345311
48.202999999999996,0.6089321782828034
48.262,0.6089158968654116
48.321,0.6089176835550807
48.379999999999995,0.6088929470427437
48.439,0.608826396196424
48.498,0.6087733470384051
48.556999999999995,0.608757473251633
48.616,0.6087734366847973
48.675,0.6087424714349802
48.733999999999995,0.60868871612756
48.793,0.6086086514553587
48.852,0.6085480607923969
48.910999999999994,0.608466942754766
48.97,0.6084248884548337
49.028999999999996,0.6083394484583601
49.087999999999994,0.608299541579525
49.147,0.6082787046374708
49.205999999999996,0.6082425422599719
49.265,0.608154924994759
49.324,0.6080691099140602
49.382999999999996,0.6080169145822246
49.442,0.6079225777102305
49.501,0.6079271155406669
49.559999999999995,0.6078877013016648
49.619,0.6078228958707333
49.678,0.6078040885865225
49.736999999999995,0.6077061172092759
49.796,0.607690406016001
49.855,0.6076157706864853
49.913999999999994,0.6075637934027277
49.973,0.6075218605457949
50.032,0.607453689097907
